E_A#1 / keV,N_A#1,E_A#2 / keV,N_A#2,E_A#3 / keV,N_A#3,E_A#4 / keV,N_A#4,E_A#5 / keV,N_A#5,E_A#6 / keV,N_A#6,E_A#7 / keV,N_A#7,E_A#8 / keV,N_A#8
420.1,389,420.1,312,420.1,310,420.1,299,420.1,288,420.1,234,420.1,218,420.1,181
421.9,317,421.9,341,421.9,327,421.9,282,421.9,262,421.9,229,421.9,191,421.9,168
423.6,372,423.6,369,423.6,320,423.6,263,423.6,263,423.6,210,423.6,178,423.6,157
425.4,364,425.4,326,425.4,310,425.4,257,425.4,261,425.4,260,425.4,220,425.4,173
427.1,358,427.1,340,427.1,326,427.1,275,427.1,250,427.1,219,427.1,184,427.1,146
428.9,358,428.9,353,428.9,327,428.9,262,428.9,208,428.9,198,428.9,176,428.9,161
430.6,346,430.6,339,430.6,286,430.6,256,430.6,216,430.6,217,430.6,185,430.6,185
432.4,374,432.4,368,432.4,274,432.4,300,432.4,267,432.4,210,432.4,207,432.4,155
434.1,363,434.1,319,434.1,273,434.1,273,434.1,253,434.1,231,434.1,159,434.1,177
435.9,354,435.9,327,435.9,312,435.9,236,435.9,222,435.9,216,435.9,158,435.9,176
437.6,344,437.6,298,437.6,267,437.6,298,437.6,237,437.6,199,437.6,187,437.6,160
439.4,333,439.4,333,439.4,301,439.4,306,439.4,249,439.4,203,439.4,183,439.4,209
441.1,355,441.1,330,441.1,290,441.1,278,441.1,235,441.1,235,441.1,173,441.1,158
442.9,362,442.9,368,442.9,290,442.9,264,442.9,219,442.9,213,442.9,169,442.9,152
444.6,339,444.6,314,444.6,292,444.6,288,444.6,253,444.6,196,444.6,175,444.6,151
446.4,368,446.4,360,446.4,328,446.4,258,446.4,238,446.4,186,446.4,170,446.4,173
448.1,342,448.1,328,448.1,289,448.1,271,448.1,251,448.1,228,448.1,181,448.1,162
449.9,329,449.9,313,449.9,284,449.9,256,449.9,216,449.9,185,449.9,178,449.9,173
451.6,357,451.6,342,451.6,296,451.6,243,451.6,219,451.6,205,451.6,180,451.6,159
453.4,371,453.4,300,453.4,266,453.4,248,453.4,210,453.4,197,453.4,148,453.4,146
455.1,306,455.1,325,455.1,264,455.1,226,455.1,234,455.1,191,455.1,169,455.1,174
456.9,323,456.9,310,456.9,280,456.9,256,456.9,228,456.9,198,456.9,190,456.9,128
458.6,306,458.6,291,458.6,274,458.6,260,458.6,208,458.6,190,458.6,183,458.6,140
460.4,317,460.4,271,460.4,268,460.4,232,460.4,219,460.4,234,460.4,163,460.4,141
462.1,304,462.1,281,462.1,287,462.1,246,462.1,216,462.1,189,462.1,166,462.1,124
463.9,278,463.9,292,463.9,254,463.9,263,463.9,209,463.9,203,463.9,169,463.9,164
465.6,294,465.6,256,465.6,248,465.6,228,465.6,223,465.6,164,465.6,166,465.6,147
467.4,314,467.4,240,467.4,253,467.4,233,467.4,202,467.4,181,467.4,169,467.4,131
469.1,272,469.1,253,469.1,245,469.1,221,469.1,208,469.1,157,469.1,168,469.1,120
470.9,249,470.9,243,470.9,253,470.9,233,470.9,217,470.9,170,470.9,141,470.9,130
472.6,228,472.6,240,472.6,232,472.6,226,472.6,198,472.6,164,472.6,145,472.6,146
474.4,247,474.4,225,474.4,214,474.4,201,474.4,198,474.4,149,474.4,166,474.4,111
476.1,220,476.1,244,476.1,234,476.1,217,476.1,194,476.1,148,476.1,139,476.1,135
477.9,219,477.9,212,477.9,193,477.9,171,477.9,169,477.9,170,477.9,152,477.9,123
479.6,208,479.6,216,479.6,165,479.6,167,479.6,180,479.6,147,479.6,166,479.6,134
481.4,209,481.4,209,481.4,184,481.4,180,481.4,153,481.4,160,481.4,128,481.4,109
483.1,200,483.1,191,483.1,220,483.1,176,483.1,161,483.1,166,483.1,126,483.1,104
484.9,182,484.9,180,484.9,195,484.9,172,484.9,163,484.9,138,484.9,114,484.9,126
486.6,158,486.6,185,486.6,179,486.6,173,486.6,162,486.6,140,486.6,119,486.6,111
488.4,183,488.4,157,488.4,160,488.4,189,488.4,183,488.4,161,488.4,121,488.4,110
490.1,170,490.1,194,490.1,200,490.1,167,490.1,139,490.1,146,490.1,136,490.1,131
491.9,165,491.9,166,491.9,168,491.9,200,491.9,154,491.9,163,491.9,119,491.9,114
493.6,165,493.6,175,493.6,167,493.6,165,493.6,145,493.6,135,493.6,137,493.6,113
495.4,135,495.4,159,495.4,185,495.4,172,495.4,139,495.4,114,495.4,129,495.4,110
497.1,128,497.1,140,497.1,154,497.1,156,497.1,150,497.1,147,497.1,147,497.1,122
498.9,122,498.9,170,498.9,141,498.9,152,498.9,114,498.9,129,498.9,119,498.9,103
500.6,114,500.6,150,500.6,159,500.6,151,500.6,127,500.6,124,500.6,132,500.6,110
502.4,121,502.4,148,502.4,130,502.4,140,502.4,168,502.4,134,502.4,118,502.4,110
504.1,119,504.1,155,504.1,194,504.1,144,504.1,126,504.1,120,504.1,127,504.1,97
505.9,112,505.9,153,505.9,142,505.9,143,505.9,143,505.9,137,505.9,122,505.9,106
507.6,132,507.6,162,507.6,150,507.6,132,507.6,143,507.6,127,507.6,114,507.6,108
509.4,107,509.4,136,509.4,146,509.4,153,509.4,155,509.4,132,509.4,113,509.4,98
511.1,116,511.1,154,511.1,140,511.1,117,511.1,113,511.1,105,511.1,92,511.1,113
512.9,103,512.9,152,512.9,143,512.9,143,512.9,133,512.9,121,512.9,138,512.9,89
514.6,79,514.6,141,514.6,154,514.6,149,514.6,135,514.6,128,514.6,108,514.6,112
516.4,108,516.4,116,516.4,147,516.4,154,516.4,138,516.4,113,516.4,102,516.4,99
518.1,98,518.1,139,518.1,149,518.1,141,518.1,114,518.1,123,518.1,100,518.1,109
519.9,85,519.9,125,519.9,122,519.9,145,519.9,144,519.9,106,519.9,122,519.9,86
521.6,89,521.6,126,521.6,130,521.6,133,521.6,131,521.6,127,521.6,108,521.6,108
523.4,95,523.4,131,523.4,146,523.4,131,523.4,123,523.4,114,523.4,117,523.4,83
525.1,84,525.1,114,525.1,149,525.1,122,525.1,122,525.1,90,525.1,99,525.1,84
526.9,84,526.9,121,526.9,129,526.9,147,526.9,111,526.9,107,526.9,105,526.9,108
528.6,99,528.6,104,528.6,129,528.6,128,528.6,116,528.6,108,528.6,108,528.6,103
530.4,64,530.4,106,530.4,123,530.4,113,530.4,121,530.4,112,530.4,106,530.4,98
532.1,86,532.1,118,532.1,135,532.1,120,532.1,122,532.1,107,532.1,116,532.1,86
533.9,95,533.9,105,533.9,120,533.9,127,533.9,124,533.9,119,533.9,105,533.9,96
535.6,79,535.6,111,535.6,131,535.6,115,535.6,127,535.6,109,535.6,93,535.6,106
537.4,84,537.4,109,537.4,119,537.4,129,537.4,133,537.4,132,537.4,105,537.4,108
539.1,75,539.1,113,539.1,122,539.1,101,539.1,119,539.1,116,539.1,109,539.1,90
540.9,80,540.9,99,540.9,137,540.9,117,540.9,121,540.9,103,540.9,91,540.9,94
542.6,76,542.6,114,542.6,123,542.6,130,542.6,104,542.6,107,542.6,115,542.6,92
544.4,77,544.4,89,544.4,111,544.4,122,544.4,105,544.4,110,544.4,94,544.4,84
546.1,70,546.1,91,546.1,105,546.1,135,546.1,121,546.1,90,546.1,96,546.1,77
547.9,57,547.9,105,547.9,115,547.9,131,547.9,109,547.9,111,547.9,91,547.9,76
549.6,58,549.6,95,549.6,147,549.6,116,549.6,130,549.6,114,549.6,88,549.6,77
551.4,63,551.4,92,551.4,127,551.4,119,551.4,125,551.4,108,551.4,108,551.4,101
553.1,59,553.1,104,553.1,118,553.1,132,553.1,106,553.1,112,553.1,98,553.1,90
554.9,77,554.9,93,554.9,122,554.9,119,554.9,110,554.9,107,554.9,110,554.9,64
556.6,59,556.6,102,556.6,108,556.6,99,556.6,102,556.6,115,556.6,109,556.6,75
558.4,57,558.4,112,558.4,132,558.4,108,558.4,126,558.4,102,558.4,101,558.4,78
560.1,66,560.1,99,560.1,106,560.1,126,560.1,121,560.1,89,560.1,83,560.1,81
561.9,73,561.9,93,561.9,127,561.9,125,561.9,128,561.9,118,561.9,93,561.9,81
563.6,69,563.6,102,563.6,95,563.6,113,563.6,111,563.6,108,563.6,77,563.6,80
565.4,56,565.4,72,565.4,111,565.4,109,565.4,93,565.4,99,565.4,82,565.4,98
567.1,68,567.1,96,567.1,90,567.1,127,567.1,101,567.1,106,567.1,91,567.1,84
568.9,46,568.9,86,568.9,117,568.9,94,568.9,100,568.9,113,568.9,74,568.9,93
570.6,68,570.6,84,570.6,121,570.6,136,570.6,133,570.6,103,570.6,71,570.6,77
572.4,55,572.4,78,572.4,104,572.4,121,572.4,97,572.4,95,572.4,103,572.4,71
574.1,56,574.1,95,574.1,98,574.1,102,574.1,124,574.1,87,574.1,105,574.1,95
575.9,63,575.9,91,575.9,94,575.9,88,575.9,99,575.9,94,575.9,99,575.9,69
577.6,60,577.6,101,577.6,116,577.6,136,577.6,136,577.6,87,577.6,79,577.6,78
579.4,63,579.4,108,579.4,110,579.4,97,579.4,97,579.4,107,579.4,82,579.4,78
581.1,46,581.1,74,581.1,100,581.1,98,581.1,136,581.1,98,581.1,86,581.1,75
582.9,42,582.9,99,582.9,108,582.9,117,582.9,107,582.9,92,582.9,80,582.9,68
584.6,55,584.6,83,584.6,100,584.6,87,584.6,104,584.6,78,584.6,83,584.6,75
586.4,54,586.4,74,586.4,103,586.4,102,586.4,107,586.4,101,586.4,98,586.4,77
588.1,46,588.1,82,588.1,106,588.1,113,588.1,104,588.1,93,588.1,97,588.1,96
589.9,57,589.9,82,589.9,89,589.9,117,589.9,98,589.9,92,589.9,91,589.9,76
591.6,55,591.6,95,591.6,96,591.6,117,591.6,102,591.6,98,591.6,103,591.6,81
593.4,55,593.4,97,593.4,103,593.4,111,593.4,101,593.4,108,593.4,99,593.4,71
595.1,49,595.1,97,595.1,111,595.1,109,595.1,95,595.1,89,595.1,75,595.1,73
596.9,52,596.9,89,596.9,94,596.9,107,596.9,75,596.9,93,596.9,91,596.9,67
598.6,57,598.6,97,598.6,112,598.6,97,598.6,94,598.6,105,598.6,86,598.6,73
600.4,61,600.4,86,600.4,102,600.4,82,600.4,104,600.4,91,600.4,78,600.4,79
602.1,50,602.1,93,602.1,114,602.1,99,602.1,97,602.1,100,602.1,86,602.1,92
603.9,54,603.9,71,603.9,107,603.9,124,603.9,95,603.9,104,603.9,100,603.9,76
605.6,58,605.6,95,605.6,90,605.6,115,605.6,96,605.6,90,605.6,90,605.6,83
607.4,61,607.4,92,607.4,101,607.4,109,607.4,111,607.4,90,607.4,90,607.4,68
609.1,71,609.1,76,609.1,119,609.1,106,609.1,114,609.1,93,609.1,100,609.1,72
610.9,75,610.9,104,610.9,112,610.9,102,610.9,97,610.9,102,610.9,89,610.9,74
612.7,71,612.7,113,612.7,101,612.7,103,612.7,91,612.7,84,612.7,84,612.7,70
614.4,76,614.4,103,614.4,108,614.4,101,614.4,105,614.4,91,614.4,84,614.4,104
616.2,81,616.2,139,616.2,111,616.2,111,616.2,122,616.2,106,616.2,85,616.2,75
617.9,103,617.9,115,617.9,113,617.9,123,617.9,104,617.9,109,617.9,86,617.9,88
619.7,124,619.7,132,619.7,118,619.7,132,619.7,95,619.7,96,619.7,93,619.7,83
621.4,134,621.4,146,621.4,150,621.4,129,621.4,121,621.4,104,621.4,87,621.4,85
623.2,165,623.2,142,623.2,148,623.2,128,623.2,113,623.2,106,623.2,82,623.2,92
624.9,204,624.9,184,624.9,178,624.9,157,624.9,146,624.9,111,624.9,109,624.9,80
626.7,182,626.7,182,626.7,160,626.7,169,626.7,137,626.7,131,626.7,118,626.7,88
628.4,268,628.4,233,628.4,167,628.4,180,628.4,149,628.4,116,628.4,121,628.4,83
630.2,275,630.2,247,630.2,206,630.2,204,630.2,130,630.2,128,630.2,117,630.2,105
631.9,326,631.9,306,631.9,226,631.9,206,631.9,178,631.9,144,631.9,136,631.9,102
633.7,408,633.7,316,633.7,270,633.7,237,633.7,185,633.7,146,633.7,113,633.7,102
635.4,457,635.4,376,635.4,283,635.4,244,635.4,228,635.4,159,635.4,145,635.4,118
637.2,501,637.2,361,637.2,316,637.2,223,637.2,211,637.2,200,637.2,163,637.2,117
638.9,548,638.9,489,638.9,341,638.9,308,638.9,202,638.9,217,638.9,150,638.9,112
640.7,646,640.7,506,640.7,383,640.7,298,640.7,243,640.7,204,640.7,156,640.7,131
642.4,773,642.4,598,642.4,462,642.4,356,642.4,291,642.4,225,642.4,182,642.4,136
644.2,817,644.2,639,644.2,453,644.2,407,644.2,338,644.2,239,644.2,186,644.2,167
645.9,896,645.9,710,645.9,581,645.9,390,645.9,330,645.9,262,645.9,186,645.9,156
647.7,1007,647.7,770,647.7,548,647.7,437,647.7,355,647.7,273,647.7,244,647.7,195
649.4,1012,649.4,780,649.4,655,649.4,566,649.4,387,649.4,301,649.4,258,649.4,191
651.2,1149,651.2,865,651.2,672,651.2,502,651.2,410,651.2,364,651.2,247,651.2,169
652.9,1182,652.9,922,652.9,697,652.9,550,652.9,433,652.9,329,652.9,243,652.9,199
654.7,1281,654.7,984,654.7,812,654.7,600,654.7,496,654.7,387,654.7,256,654.7,193
656.4,1389,656.4,1115,656.4,841,656.4,623,656.4,481,656.4,395,656.4,306,656.4,235
658.2,1460,658.2,1102,658.2,799,658.2,639,658.2,461,658.2,386,658.2,305,658.2,238
659.9,1475,659.9,1094,659.9,890,659.9,642,659.9,484,659.9,389,659.9,311,659.9,222
661.7,1550,661.7,1129,661.7,907,661.7,694,661.7,509,661.7,396,661.7,314,661.7,241
663.4,1664,663.4,1263,663.4,944,663.4,682,663.4,550,663.4,384,663.4,327,663.4,221
665.2,1605,665.2,1218,665.2,937,665.2,745,665.2,536,665.2,414,665.2,332,665.2,261
666.9,1598,666.9,1190,666.9,993,666.9,716,666.9,542,666.9,402,666.9,330,666.9,280
668.7,1498,668.7,1254,668.7,965,668.7,754,668.7,620,668.7,425,668.7,329,668.7,260
670.4,1646,670.4,1262,670.4,899,670.4,723,670.4,532,670.4,398,670.4,326,670.4,258
672.2,1580,672.2,1171,672.2,951,672.2,739,672.2,563,672.2,429,672.2,329,672.2,244
673.9,1534,673.9,1168,673.9,938,673.9,732,673.9,508,673.9,402,673.9,321,673.9,230
675.7,1515,675.7,1149,675.7,880,675.7,653,675.7,487,675.7,406,675.7,278,675.7,251
677.4,1462,677.4,1086,677.4,833,677.4,607,677.4,524,677.4,384,677.4,279,677.4,212
679.2,1364,679.2,1015,679.2,772,679.2,589,679.2,467,679.2,317,679.2,274,679.2,214
680.9,1266,680.9,911,680.9,756,680.9,525,680.9,493,680.9,347,680.9,258,680.9,190
682.7,1230,682.7,899,682.7,721,682.7,526,682.7,408,682.7,311,682.7,237,682.7,177
684.4,1173,684.4,840,684.4,636,684.4,516,684.4,372,684.4,291,684.4,229,684.4,199
686.2,998,686.2,769,686.2,636,686.2,464,686.2,374,686.2,277,686.2,211,686.2,167
687.9,920,687.9,681,687.9,542,687.9,402,687.9,349,687.9,274,687.9,170,687.9,131
689.7,842,689.7,606,689.7,520,689.7,384,689.7,309,689.7,232,689.7,167,689.7,141
691.4,748,691.4,558,691.4,458,691.4,370,691.4,282,691.4,184,691.4,166,691.4,121
693.2,647,693.2,539,693.2,404,693.2,304,693.2,206,693.2,166,693.2,132,693.2,88
694.9,584,694.9,437,694.9,336,694.9,272,694.9,213,694.9,143,694.9,98,694.9,85
696.7,515,696.7,400,696.7,287,696.7,216,696.7,189,696.7,146,696.7,88,696.7,78
698.4,449,698.4,358,698.4,262,698.4,197,698.4,157,698.4,133,698.4,96,698.4,73
700.2,391,700.2,289,700.2,221,700.2,197,700.2,130,700.2,103,700.2,89,700.2,60
701.9,338,701.9,252,701.9,199,701.9,164,701.9,132,701.9,85,701.9,67,701.9,56
703.7,266,703.7,231,703.7,177,703.7,132,703.7,112,703.7,90,703.7,66,703.7,34
705.4,206,705.4,178,705.4,138,705.4,110,705.4,82,705.4,66,705.4,47,705.4,52
707.2,173,707.2,131,707.2,119,707.2,92,707.2,71,707.2,50,707.2,43,707.2,33
708.9,160,708.9,124,708.9,99,708.9,79,708.9,59,708.9,50,708.9,35,708.9,28
710.7,124,710.7,99,710.7,84,710.7,55,710.7,41,710.7,37,710.7,40,710.7,32
712.4,88,712.4,72,712.4,70,712.4,54,712.4,52,712.4,42,712.4,30,712.4,24
714.2,87,714.2,78,714.2,68,714.2,42,714.2,32,714.2,26,714.2,26,714.2,23
715.9,83,715.9,62,715.9,58,715.9,34,715.9,34,715.9,34,715.9,20,715.9,14
717.7,58,717.7,41,717.7,45,717.7,35,717.7,32,717.7,18,717.7,11,717.7,13
719.4,55,719.4,34,719.4,31,719.4,21,719.4,15,719.4,27,719.4,12,719.4,16
721.2,29,721.2,29,721.2,24,721.2,22,721.2,27,721.2,14,721.2,12,721.2,10
722.9,30,722.9,22,722.9,18,722.9,22,722.9,13,722.9,13,722.9,11,722.9,10
724.7,28,724.7,23,724.7,26,724.7,16,724.7,10,724.7,13,724.7,14,724.7,7
726.4,26,726.4,18,726.4,17,726.4,11,726.4,10,726.4,4,726.4,9,726.4,14
728.2,21,728.2,12,728.2,15,728.2,15,728.2,11,728.2,18,728.2,12,728.2,12
729.9,17,729.9,20,729.9,6,729.9,12,729.9,13,729.9,7,729.9,11,729.9,5
731.7,12,731.7,8,731.7,13,731.7,5,731.7,9,731.7,8,731.7,8,731.7,4
733.4,13,733.4,13,733.4,7,733.4,12,733.4,12,733.4,4,733.4,9,733.4,14
735.2,13,735.2,8,735.2,8,735.2,8,735.2,10,735.2,9,735.2,10,735.2,5
736.9,14,736.9,10,736.9,7,736.9,7,736.9,11,736.9,13,736.9,6,736.9,8
738.7,14,738.7,8,738.7,12,738.7,11,738.7,6,738.7,6,738.7,5,738.7,11
740.4,14,740.4,11,740.4,12,740.4,6,740.4,10,740.4,5,740.4,9,740.4,7
742.2,17,742.2,3,742.2,5,742.2,6,742.2,8,742.2,7,742.2,10,742.2,12
743.9,10,743.9,11,743.9,5,743.9,4,743.9,4,743.9,9,743.9,6,743.9,8
745.7,9,745.7,3,745.7,5,745.7,7,745.7,6,745.7,6,745.7,8,745.7,12
747.4,17,747.4,9,747.4,6,747.4,3,747.4,6,747.4,9,747.4,6,747.4,3
749.2,21,749.2,8,749.2,6,749.2,11,749.2,11,749.2,6,749.2,4,749.2,5
750.9,9,750.9,14,750.9,5,750.9,8,750.9,4,750.9,14,750.9,5,750.9,12
752.7,7,752.7,4,752.7,7,752.7,6,752.7,15,752.7,9,752.7,6,752.7,18
754.4,6,754.4,4,754.4,6,754.4,12,754.4,5,754.4,7,754.4,10,754.4,8
756.2,5,756.2,7,756.2,5,756.2,7,756.2,10,756.2,3,756.2,10,756.2,5
757.9,17,757.9,9,757.9,5,757.9,9,757.9,7,757.9,9,757.9,9,757.9,5
759.7,12,759.7,8,759.7,9,759.7,3,759.7,6,759.7,4,759.7,6,759.7,3
761.4,10,761.4,8,761.4,4,761.4,6,761.4,2,761.4,8,761.4,11,761.4,4
763.2,11,763.2,8,763.2,8,763.2,13,763.2,6,763.2,5,763.2,7,763.2,7
764.9,13,764.9,10,764.9,9,764.9,10,764.9,4,764.9,6,764.9,5,764.9,5
766.7,12,766.7,6,766.7,10,766.7,6,766.7,7,766.7,11,766.7,4,766.7,9
768.4,14,768.4,12,768.4,6,768.4,3,768.4,5,768.4,3,768.4,9,768.4,8
770.2,15,770.2,11,770.2,6,770.2,6,770.2,8,770.2,10,770.2,7,770.2,7
771.9,6,771.9,10,771.9,13,771.9,6,771.9,7,771.9,6,771.9,11,771.9,5
773.7,14,773.7,5,773.7,3,773.7,6,773.7,6,773.7,8,773.7,7,773.7,10
775.4,14,775.4,7,775.4,5,775.4,4,775.4,7,775.4,9,775.4,6,775.4,8
777.2,7,777.2,5,777.2,5,777.2,6,777.2,6,777.2,3,777.2,6,777.2,6
778.9,11,778.9,9,778.9,6,778.9,8,778.9,9,778.9,6,778.9,7,778.9,8
780.7,8,780.7,5,780.7,5,780.7,5,780.7,10,780.7,11,780.7,10,780.7,6
782.4,20,782.4,7,782.4,4,782.4,6,782.4,8,782.4,6,782.4,3,782.4,7
784.2,14,784.2,4,784.2,6,784.2,11,784.2,5,784.2,5,784.2,5,784.2,4
785.9,11,785.9,10,785.9,4,785.9,2,785.9,9,785.9,4,785.9,3,785.9,7
787.7,10,787.7,3,787.7,2,787.7,6,787.7,5,787.7,3,787.7,1,787.7,5
789.4,8,789.4,9,789.4,8,789.4,6,789.4,9,789.4,7,789.4,5,789.4,5
791.2,8,791.2,7,791.2,7,791.2,6,791.2,5,791.2,2,791.2,7,791.2,9
792.9,11,792.9,9,792.9,11,792.9,13,792.9,8,792.9,6,792.9,6,792.9,9
794.7,8,794.7,8,794.7,6,794.7,8,794.7,5,794.7,8,794.7,4,794.7,5
796.4,13,796.4,10,796.4,8,796.4,5,796.4,3,796.4,4,796.4,3,796.4,6
798.2,7,798.2,4,798.2,7,798.2,6,798.2,7,798.2,6,798.2,4,798.2,6
799.9,11,799.9,6,799.9,6,799.9,4,799.9,4,799.9,7,799.9,9,799.9,7
801.7,8,801.7,11,801.7,6,801.7,6,801.7,5,801.7,6,801.7,4,801.7,7
803.4,10,803.4,5,803.4,7,803.4,10,803.4,12,803.4,6,803.4,7,803.4,5
805.2,13,805.2,5,805.2,4,805.2,8,805.2,9,805.2,6,805.2,12,805.2,6
806.9,11,806.9,5,806.9,6,806.9,6,806.9,9,806.9,3,806.9,5,806.9,7
808.7,14,808.7,6,808.7,9,808.7,4,808.7,1,808.7,2,808.7,6,808.7,9
810.4,12,810.4,6,810.4,6,810.4,7,810.4,6,810.4,8,810.4,8,810.4,8
812.2,13,812.2,6,812.2,4,812.2,6,812.2,7,812.2,6,812.2,3,812.2,5
813.9,8,813.9,6,813.9,5,813.9,4,813.9,6,813.9,3,813.9,10,813.9,8
815.7,16,815.7,9,815.7,4,815.7,6,815.7,6,815.7,7,815.7,4,815.7,3
817.4,18,817.4,6,817.4,7,817.4,10,817.4,6,817.4,3,817.4,4,817.4,6
819.2,7,819.2,5,819.2,10,819.2,8,819.2,5,819.2,8,819.2,7,819.2,3
820.9,8,820.9,9,820.9,0,820.9,5,820.9,5,820.9,7,820.9,3,820.9,4
822.7,8,822.7,4,822.7,6,822.7,7,822.7,4,822.7,4,822.7,7,822.7,3
824.4,10,824.4,5,824.4,9,824.4,4,824.4,5,824.4,5,824.4,4,824.4,3
826.2,16,826.2,9,826.2,8,826.2,9,826.2,2,826.2,4,826.2,5,826.2,3
827.9,7,827.9,10,827.9,4,827.9,2,827.9,5,827.9,4,827.9,5,827.9,7
829.7,11,829.7,5,829.7,5,829.7,3,829.7,6,829.7,5,829.7,12,829.7,4
831.4,7,831.4,6,831.4,7,831.4,6,831.4,5,831.4,3,831.4,1,831.4,3
833.2,3,833.2,7,833.2,3,833.2,4,833.2,7,833.2,3,833.2,12,833.2,9
834.9,8,834.9,10,834.9,0,834.9,7,834.9,9,834.9,3,834.9,4,834.9,5
836.7,12,836.7,2,836.7,3,836.7,6,836.7,8,836.7,3,836.7,2,836.7,5
838.4,6,838.4,4,838.4,10,838.4,12,838.4,4,838.4,6,838.4,11,838.4,5
840.2,7,840.2,3,840.2,7,840.2,9,840.2,5,840.2,8,840.2,9,840.2,4
841.9,6,841.9,4,841.9,4,841.9,7,841.9,0,841.9,5,841.9,8,841.9,9
843.7,8,843.7,5,843.7,6,843.7,7,843.7,6,843.7,4,843.7,7,843.7,7
845.4,10,845.4,6,845.4,4,845.4,3,845.4,7,845.4,8,845.4,2,845.4,6
847.2,10,847.2,4,847.2,7,847.2,6,847.2,8,847.2,8,847.2,3,847.2,5
848.9,8,848.9,3,848.9,4,848.9,5,848.9,3,848.9,12,848.9,4,848.9,7
850.7,10,850.7,7,850.7,8,850.7,6,850.7,3,850.7,7,850.7,6,850.7,3
852.4,6,852.4,10,852.4,5,852.4,10,852.4,6,852.4,7,852.4,12,852.4,5
854.2,6,854.2,4,854.2,5,854.2,8,854.2,4,854.2,4,854.2,3,854.2,9
855.9,10,855.9,7,855.9,3,855.9,3,855.9,3,855.9,8,855.9,4,855.9,6
857.7,12,857.7,7,857.7,4,857.7,5,857.7,2,857.7,3,857.7,6,857.7,5
859.4,12,859.4,1,859.4,6,859.4,2,859.4,5,859.4,6,859.4,5,859.4,4
861.2,10,861.2,5,861.2,7,861.2,4,861.2,5,861.2,3,861.2,5,861.2,8
863.0,9,863.0,11,863.0,5,863.0,7,863.0,4,863.0,5,863.0,2,863.0,1
864.7,11,864.7,7,864.7,9,864.7,7,864.7,5,864.7,6,864.7,3,864.7,10
866.5,17,866.5,4,866.5,6,866.5,7,866.5,6,866.5,7,866.5,7,866.5,5
868.2,6,868.2,4,868.2,5,868.2,6,868.2,3,868.2,7,868.2,6,868.2,3
870.0,7,870.0,9,870.0,6,870.0,8,870.0,4,870.0,8,870.0,4,870.0,5
871.7,11,871.7,6,871.7,10,871.7,6,871.7,0,871.7,4,871.7,8,871.7,4
873.5,12,873.5,9,873.5,5,873.5,8,873.5,9,873.5,4,873.5,7,873.5,6
875.2,4,875.2,2,875.2,7,875.2,4,875.2,9,875.2,10,875.2,5,875.2,8
877.0,12,877.0,6,877.0,7,877.0,2,877.0,3,877.0,6,877.0,5,877.0,3
878.7,11,878.7,3,878.7,4,878.7,9,878.7,4,878.7,6,878.7,8,878.7,2
880.5,2385,880.5,1810,880.5,1767,880.5,1747,880.5,1726,880.5,1649,880.5,1733,880.5,1779
